pdb_id,chain,split,cv_batch,n_residues,n_binding,row_hash
3bxo,B,val,0,236,24,9d6d4925
3by4,A,training,1,172,6,47b8919c
3c0o,A,testing,0,450,5,4076c0a3
3c10,C,training,1,359,8,85eb0df3
3c1m,D,training,5,466,14,64ec3da6
3c1o,A,training,1,314,18,f8044027
3c1t,B,training,2,326,32,8ab0446b
3c1y,A,training,4,349,8,fdafe350
3c2v,A,training,4,270,12,c824fb2f
3c3d,C,training,2,298,5,e2755c81
3c3y,A,training,2,225,12,b6db6695
3c4z,A,training,4,493,9,dd158e4d
3c5e,A,training,2,536,15,0fd71320
3c6k,B,training,4,345,17,b6e5e989
3c7a,A,testing,0,403,8,e9e3bfa9
3c8z,B,training,5,401,16,93fc6140
3c9u,B,training,1,312,21,049fe679
3ca5,A,testing,0,257,6,073e83e9
3cb0,A,training,5,166,13,ff457b4e
3cbg,A,testing,0,218,18,de1961c1
3cbl,A,training,2,356,17,c6f8b584
3ce6,D,training,1,484,31,995e4ef3
3cf4,A,training,2,766,10,bc770834
3cgb,B,val,0,431,26,416c0453
3chh,A,training,2,300,7,f2b27a04
3ci3,A,val,0,188,12,a54d47e9
3cip,A,training,1,362,14,70fcadb1
3cj7,A,training,1,419,9,a3eb6dc5
3ckv,A,training,3,300,10,ec89e4c1
3ckz,A,val,0,385,11,1887e9eb
3cl5,A,testing,0,358,5,9103ed72
3clh,A,training,5,308,20,33c3e5fa
3cmc,P,training,1,334,19,cd91ee15
3cmq,A,training,3,405,12,7292a890
3co8,A,training,4,352,9,3fcdc564
3cob,A,training,5,355,7,e95a68b3
3cog,A,testing,0,376,8,1fc6f005
3cq5,A,training,1,364,12,b5fffc83
3cr3,A,training,2,185,15,5995ce17
3cse,A,training,5,225,27,6374b938
3ct4,A,training,3,318,7,9f8c5b05
3ctl,F,training,2,219,15,5f19768e
3cty,A,training,5,304,24,d0f401b9
3cu0,B,training,4,247,12,8aabc225
3cv2,A,training,2,523,8,33c8f6ff
3cv3,A,val,0,369,11,3c7d070f
3cw9,A,training,5,503,30,8b65051a
3cxi,B,training,1,121,11,1b45fab4
3cxo,B,training,5,402,10,cbf19403
3cyi,A,training,3,107,9,5f983a6d
3cyl,B,training,4,121,11,6ef9c37d
3d14,A,training,3,262,11,c51502dd
3d1r,A,testing,0,321,10,569abece
3d1y,A,training,2,99,8,82a28721
3d2f,A,training,4,629,16,f2bc3f35
3d2m,A,training,4,424,10,92128641
3d3f,A,training,3,275,21,1f15ab55
3d3h,A,training,2,174,11,ed12a842
3d3w,A,training,3,243,26,565a0de1
3d72,A,training,1,149,19,af7bf499
3d80,A,training,2,186,24,28609c16
3d8n,A,training,2,250,14,cddac28c
3daa,A,training,3,277,12,e1da6221
3dan,A,training,2,473,17,d1d91df7
3dc4,A,testing,0,291,8,35075b29
3dcj,A,training,2,206,11,4b8b5bae
3dcr,A,training,2,94,7,90844393
3ddl,A,val,0,252,17,144cd418
3ddn,B,training,5,525,5,f6f59535
3ddu,A,testing,0,707,9,81610122
3ddw,A,training,4,810,28,119ae8bc
3dea,B,training,5,189,6,3a3af0b8
3def,A,testing,0,244,11,6451bbbd
3df9,A,val,0,234,12,beb4b673
3dfr,A,val,0,162,28,7145b5a7
3dg6,A,training,1,366,12,55ef225f
3dgb,A,testing,0,371,10,410edda0
3dgy,B,training,3,94,11,920ebe9b
3dhc,A,training,1,250,7,de98093c
3di1,A,training,3,290,6,d49d1d16
3djl,A,training,1,538,12,31a1f51a
3djq,A,val,0,124,5,f4083be8
3dk9,A,training,1,462,23,b8318d79
3dkp,A,training,2,240,8,1a259eb3
3dls,B,training,5,280,12,afeb63d4
3dmg,A,training,3,371,12,c49649dc
3dnt,A,training,5,405,14,654ad279
3dod,A,training,3,417,7,daae0751
3dol,A,training,2,536,14,63bab413
3doo,A,val,0,258,9,e362f37c
3dp3,A,testing,0,152,7,f813ca76
3dp9,A,training,4,229,12,76b770b6
3dr4,A,training,2,364,23,c527db79
3drw,B,training,2,450,6,994b4c44
3dsk,A,training,4,466,22,fdb11761
3dt9,A,val,0,212,6,6735677c
3duw,A,training,5,218,12,116ec550
3dwb,A,training,4,660,11,aebb5dc2
3dx5,A,training,5,267,11,6b4ecd6f
3dxv,A,training,2,422,8,dd6dfa4e
3dxy,A,training,3,207,9,2d2f3a81
3dye,A,training,4,302,9,c70aed7d
3dyh,A,training,4,358,9,f2d3e54a
3e2y,A,training,1,410,10,97275579
3e3u,A,training,4,196,12,76768e9d
3e4w,A,training,3,303,12,c851f57e
3e5h,A,training,3,177,17,aa486ad2
3e5p,A,training,5,370,10,adfb021c
3e5u,A,training,4,215,13,8d69c231
3e6i,A,training,5,462,18,ff4c5ca4
3e70,C,training,1,307,10,1b29a0f7
3e7b,B,training,1,294,13,6e26b7be
3e7f,A,training,2,260,7,b49df9d9
3e7w,A,training,3,508,11,9d8fc7f2
3e81,C,val,0,164,10,4964ebda
3e90,D,testing,0,167,14,ecbb9136
3e9h,A,training,1,484,16,76ea6115
3e9k,A,training,3,445,11,0b545f5e
3ea2,A,training,3,296,5,6540b35d
3eau,A,testing,0,327,28,1c4c1ba8
3ebl,A,val,0,323,10,893ae676
3ec0,B,training,1,99,9,0d48a04f
3ecn,A,training,5,338,5,97b45e5b
3ef6,A,testing,0,400,19,5f81b3f7
3efs,A,training,5,232,21,018a169a
3efv,A,training,4,446,21,29f1e029
3ehg,A,training,4,125,12,1e6a95c9
3ei9,A,training,4,412,15,9a4e8b11
3ej0,A,training,2,173,5,082bef6e
3ejd,D,training,3,385,28,f220b1b5
3ejx,A,val,0,287,14,406aff3f
3eks,A,training,5,374,23,819e282d
3elf,A,training,4,332,13,4136a343
3elw,A,training,4,261,23,82d811ff
3emm,A,training,4,153,9,b0350512
3emz,A,training,5,331,11,69b56c04
3enw,A,training,3,217,10,bf9b85ae
3epo,A,val,0,523,8,ea087d3c
3epw,A,training,2,326,13,1ff34713
3eqo,A,training,1,752,6,96c4a714
3eqr,A,val,0,270,12,956420a4
3erg,A,training,1,208,9,12638ea4
3erh,A,val,0,594,16,bd389997
3esc,A,training,2,195,7,9b084418
3ess,A,val,0,199,6,4f5cfde0
3eth,B,training,1,355,16,b9d6d348
3etn,A,training,2,186,7,6ac2bb0f
3ett,B,training,1,564,5,093e0b49
3euf,A,training,3,293,9,2aa338bc
3eut,A,training,3,378,9,9825949e
3evf,A,training,1,261,27,ab603bce
3evg,A,training,3,257,12,8a07a6bb
3ewa,A,val,0,314,9,ea5afd86
3ewk,A,training,5,227,13,29892868
3ewp,A,val,0,177,16,bbd56b3a
3ewr,A,training,4,167,16,fb00d7f5
3eww,A,training,3,257,11,6c4c5053
3exs,A,training,5,208,6,2dfe97c2
3eya,I,val,0,523,41,46c98360
3ez5,A,training,5,580,13,3889c49c
3f10,A,training,4,292,9,f99fbe1a
3f4b,D,training,2,289,24,32e3cfb1
3f5o,D,training,2,137,10,4bc6848b
3f61,A,training,4,271,11,8ac73c79
3f6d,A,training,2,218,11,4281ee86
3f81,A,training,3,179,8,99f2f435
3f8d,A,training,2,308,27,abbe6873
3f8k,A,training,5,128,15,dade617e
3f9m,A,val,0,451,11,4f9b4847
3f9x,B,testing,0,160,9,1494275e
3fat,A,training,5,259,8,5884e2a5
3fb4,A,training,5,215,25,d761db2f
3fce,A,training,5,500,13,58d233a1
3fci,A,training,5,223,10,1ff9858c
3fd5,B,training,3,355,15,841e1ebc
3fdd,A,training,4,502,13,59ac1146
3fed,A,testing,0,690,12,16cc4348
3feg,A,training,3,336,20,4e676ad5
3fg2,P,training,5,404,19,328aaa9c
3fgc,A,training,3,349,14,91459255
3fhq,B,testing,0,599,7,394684a7
3fhr,A,training,1,273,11,f441213b
3fht,A,training,1,392,10,8c3d1838
3fkb,C,training,5,150,7,714d24cc
3flk,D,training,4,349,16,2673be4d
3fmq,A,training,2,356,7,8f2a7583
3fnq,A,training,2,280,10,948e567b
3fo3,A,training,5,519,88,700d407f
3fp0,A,training,5,511,5,ffa39571
3fpf,A,training,5,264,22,24a32d37
3fpz,B,training,4,306,17,7d534240
3fq8,A,training,5,427,10,52baf32c
3frh,A,training,3,241,11,9aa34897
3fro,B,training,2,439,5,deb5906e
3frq,A,training,4,185,9,c1d8087a
3fst,E,training,4,274,19,1db7936d
3fsy,A,training,4,304,10,71d227ce
3fu7,A,training,2,558,7,39f48109
3fuc,A,training,4,274,14,f506ed3a
3fuu,A,training,2,263,10,5cb1ad96
3fv1,A,training,5,256,14,ad42a9a0
3fvq,B,training,4,350,16,452bfc89
3fw3,A,training,2,249,7,337b000b
3fwn,B,training,4,467,15,7b1fc10c
3fwp,B,training,2,242,9,3647ef7f
3fwy,A,val,0,268,12,e866f39a
3fxu,A,testing,0,296,19,25a53985
3fy1,A,training,1,377,10,0d49b364
3fyp,D,training,1,255,5,17e4b128
3fzg,A,val,0,196,12,f80f90e7
3fzn,B,training,1,523,23,36728510
3fzs,A,val,0,254,10,cfefc41d
3g0i,B,training,1,385,8,ae5a4195
3g0w,A,val,0,249,12,da6baf01
3g1z,A,val,0,317,11,f1b6a39f
3g3r,A,training,4,286,9,110685ff
3g5i,A,training,2,305,10,ef926247
3g5k,C,training,5,183,15,eeda70f8
3g5s,A,training,1,410,21,58ad240d
3g6k,D,training,1,301,21,9d6e4ea0
3g6m,A,training,3,388,7,15e53eb9
3g7e,A,training,5,203,14,28e6df63
3g89,A,training,5,238,10,267d7062
3g8d,B,val,0,444,11,f8a1dbc9
3gbe,A,val,0,558,9,4914e54b
3gbg,A,training,1,260,5,cd3d020e
3gbr,A,training,4,341,10,ddfde07b
3gc0,A,training,4,278,7,ea42fc24
3gc9,B,testing,0,339,13,977eaaf9
3gcd,A,training,1,202,23,6d316243
3gce,A,training,2,104,7,75102594
3gcf,A,training,2,367,8,892bfab7
3gcz,A,training,3,259,13,f1a5d3ac
3gdh,C,training,4,207,22,c505c711
3gdn,B,training,2,521,35,964ddd98
3gdt,A,training,1,260,7,c97a71a0
3geg,A,training,3,241,20,005ed884
3gfb,A,val,0,347,16,f7d3d6b9
3gfs,F,training,1,166,13,0d47210a
3gid,B,training,1,457,11,de662256
3giq,B,val,0,474,14,c58e8663
3giy,A,val,0,353,18,694d1a7a
3gj0,A,training,3,207,13,218ba148
3gkj,A,training,1,225,11,adac4354
3gkn,B,training,1,154,6,27d3816f
3gl0,A,training,3,340,12,5d9d27ef
3glc,A,val,0,276,7,898bfb66
3gnr,A,training,5,478,9,6bcbc780
3gon,A,val,0,329,17,4483e9e2
3gp3,D,training,4,230,13,13b98c04
3gp6,A,training,2,155,5,8334dbed
3gp9,E,training,4,132,11,963c3dcb
3gpe,A,training,3,137,5,5f82325e
3gpl,A,training,2,516,12,872c6780
3gqc,A,val,0,435,12,54ab98ff
3gqt,C,training,1,385,5,3b88ed3f
3gru,A,training,1,263,5,a2c5cce2
3gsi,A,training,1,827,33,e4f4644f
3gsy,A,training,3,495,28,0fba10b9
3gt9,B,training,3,89,10,5b084ff8
3guz,A,training,5,165,6,104ca924
3gwc,A,testing,0,246,18,c40f14e8
3gwl,A,testing,0,106,16,07142774
3gwn,A,training,4,113,12,d65c5be9
3gwz,C,training,4,336,12,90d94c18
3gx0,A,training,3,204,10,6257e504
3gyq,A,training,1,261,14,fcd97300
3gyt,A,training,2,242,9,406833a7
3gzd,A,training,2,396,9,cfe51524
3gzj,B,training,3,254,10,1629cc19
3gzx,A,training,3,440,13,d473c202
3h0l,H,training,4,410,11,b755a355
3h41,A,training,2,299,5,c2f46285
3h4g,A,training,4,320,30,779b324b
3h4s,A,testing,0,359,9,dbed5ec2
3h65,A,training,5,345,23,25ba663b
3h73,B,training,2,477,11,68627760
3h77,B,training,2,337,13,f3ea2a67
3h7j,A,training,4,224,9,f7cf4610
3h7r,A,testing,0,307,23,a308dec2
3h7u,A,training,5,312,24,a5b6756c
3h82,A,val,0,115,9,b9b10563
3h86,G,training,4,191,23,cce1d51c
3h8g,D,training,1,497,10,04a851d8
3h9e,P,training,2,337,17,6143227f
3hav,A,testing,0,296,16,bcb9289d
3hb0,A,val,0,259,6,6c7ca654
3hb3,A,training,1,529,40,ac54f9ab
3hbf,A,training,2,443,20,78e303f6
3hbn,A,training,3,279,12,f230f160
3hch,A,training,2,145,6,4aa2a5ad
3hcn,A,testing,0,359,22,b580d35f
3hdl,A,testing,0,304,18,d1560de2
3hdq,E,training,5,364,35,f100404c
3hee,A,training,2,148,8,ed18ad5b
3hf5,B,training,5,116,6,c47fc5b6
3hgj,A,training,5,348,17,f95c4c3d
3hhi,B,training,4,260,12,f9d4d1f4
3hhy,A,val,0,256,8,ad165fb7
3hig,B,training,2,709,7,11a345ca
3hiw,A,training,2,257,15,dd246e3e
3hj1,A,training,2,384,12,7a449256
3hkw,B,training,5,560,11,f127e73a
3hl4,B,training,2,177,16,9244c36a
3hl5,B,training,3,90,7,775f7426
3hld,A,val,0,424,7,6c6fd6a2
3hlx,D,training,5,254,14,6bf07e50
3hmk,A,training,5,321,13,70cacf7e
3hna,A,training,4,280,12,00be06de
3hnc,B,val,0,738,15,374ce6f8
3ho6,A,training,5,251,8,74efbef0
3ho9,A,training,4,411,12,57971965
3hpf,A,training,2,387,11,5e1c6d8d
3hpy,C,training,4,296,8,fe2742d3
3hq9,B,training,1,306,26,151ce386
3hqj,A,training,3,113,8,12a468f1
3hqp,H,training,2,498,22,47a2172f
3hr1,A,training,4,305,11,37ae6e27
3hsk,A,testing,0,358,8,1b2a4d01
3hw5,A,testing,0,177,8,5e76fdcf
3hwo,B,training,1,378,11,f1f29b0d
3hxf,B,training,1,322,14,4d9baff3
3hy0,A,training,5,441,14,fce84caa
3hy3,A,training,3,196,11,e60b9040
3hyk,B,training,2,112,10,7214f72a
3hyw,D,training,5,427,31,3c49abda
3hza,A,training,1,162,6,6b042b52
3hzt,A,training,2,421,8,94748ea8
3i0o,A,training,5,329,11,a6fbfef4
3i1u,A,training,1,303,10,62597d70
3i27,D,training,4,369,8,65dc8052
3i2k,A,val,0,574,6,d12c3b59
3i33,A,training,4,380,12,749acf09
3i3l,A,training,4,550,25,3e113440
3i3x,A,training,1,259,9,1703dbd3
3i4l,A,training,4,524,15,6222b16b
3i4x,A,training,4,428,11,e642a900
3i52,A,testing,0,296,26,9737fa79
3i53,B,training,2,303,11,485fead7
3i54,B,training,5,219,13,a74a7b50
3i5x,A,training,1,509,12,05ce3563
3i6c,B,training,5,113,7,32497686
3i7v,A,training,1,134,6,4c23a8c1
3ia2,A,testing,0,271,6,99a0fb19
3ia4,D,training,4,161,30,82775a48
3ia8,A,testing,0,156,10,f1c1bce2
3iae,B,val,0,554,25,3bc3b0ad
3ial,B,training,2,505,18,7563b37e
3ib8,A,training,5,295,8,da4517c3
3icc,B,training,5,248,22,ab30f6f6
3ics,B,training,5,538,42,dd5ba590
3iev,A,testing,0,302,15,72bd7818
3iew,A,training,1,160,14,cee48f2e
3ifc,D,training,2,319,22,b4863960
3ign,A,training,3,161,9,cbdca768
3igz,B,training,5,549,11,f68815a8
3ihg,A,training,3,535,23,e19a4da2
3ihz,A,testing,0,123,8,16e0118f
3iid,A,training,3,185,18,5fc21dbc
3iij,A,training,3,175,10,ae0c49b8
3ijl,A,training,5,336,8,10b57f97
3ijp,A,testing,0,266,16,25956de7
3ijw,A,training,2,256,12,90ce1339
3ik0,A,training,1,312,13,6338c222
3ik7,A,training,3,221,9,bd39dc88
3ikt,A,training,2,204,14,fe3077dd
3il6,A,training,5,319,13,f4a0c84a
3ilf,A,testing,0,257,6,5a842309
3ilr,A,training,1,364,17,3bd77f06
3ilz,A,training,4,263,10,b2d8cbb7
3io3,A,training,4,230,11,7968428d
3iog,A,training,1,227,6,e66bdbb2
3ip0,A,testing,0,158,21,36c56f5d
3iqe,F,val,0,282,19,e0b5d56d
3ita,A,training,5,348,5,640b8c2e
3itj,A,training,2,317,29,6824ce9c
3iuy,B,training,3,206,10,e301bf08
3ivm,A,training,5,674,13,5dda82cf
3ivy,A,training,5,399,17,17e1a7a2
3iwc,B,training,3,61,6,3a8db26d
3iwj,A,training,5,500,13,48b141b4
3iwk,B,training,2,496,14,267c5803
3ix9,B,training,3,166,29,b7c4a08e
3ixl,A,training,2,234,8,b566ea79
3jqm,B,training,1,146,5,36343b00
3jqq,F,training,4,254,24,dd376121
3jrs,A,training,5,174,6,368c2598
3js3,D,training,1,253,10,a2f2694a
3ju4,A,training,5,670,5,9f34113e
3ju6,A,training,1,348,11,7cd3c481
3juc,A,training,4,149,7,cb0a067a
3juk,D,training,3,264,16,d949a4fd
3jv2,A,training,1,758,10,c2e45295
3jv7,A,training,4,345,21,c9d14eec
3jwh,A,training,2,191,6,a10b0d89
3jyn,A,testing,0,325,18,d571692e
3jyp,A,training,4,282,21,a3090be0
3jz0,A,training,5,266,15,d16c7007
3jz4,D,training,1,481,17,2bd4dce2
3jz6,B,training,5,363,11,34403e6e
3k1j,A,training,5,566,12,4e2d5d6f
3k1w,A,training,5,333,15,10d7c084
3k34,A,training,4,258,6,6c6dbba2
3k37,B,training,1,389,11,6ea7618b
3k3o,A,training,4,350,8,a220dfbf
3k4d,B,training,2,596,10,3881df89
3k4q,B,training,1,438,11,6595b0c9
3k56,A,training,4,260,10,5b0f33e2
3k59,A,val,0,781,12,1b617931
3k5h,A,training,1,382,14,73f162cf
3k5v,A,training,1,286,28,503f40b3
3k60,A,training,5,216,7,a345b96e
3k7f,A,testing,0,543,13,284d2e5a
3k7m,X,training,3,425,25,748c18ce
3k7s,B,testing,0,151,8,abb25c6b
3k87,B,testing,0,164,11,e707bcbf
3k8d,C,training,4,246,15,73685fe8
3k8t,A,training,1,640,23,d235e5af
3k9s,C,testing,0,205,6,59c84dc2
3k9u,B,training,2,159,16,f3b59dbe
3k9v,A,training,4,464,21,60dea02a
3kal,A,testing,0,470,36,0c1e26c5
3kb6,D,training,2,327,20,488d2300
3kcg,I,testing,0,419,10,88b15cbc
3kdn,C,testing,0,436,14,00a45bb1
3kee,D,training,3,178,15,22278883
3keo,A,training,2,206,15,9cd43b18
3kfl,A,training,4,530,25,7e2de44a
3kfr,B,training,2,99,15,00ae91aa
3kjn,B,training,1,90,5,3d661461
3kjs,D,training,3,504,32,12f7015c
3kkq,A,training,3,170,12,9d6980dc
3kl3,B,training,1,390,12,5cbeb78f
3klj,A,training,1,378,24,8c00ee73
3kmt,C,testing,0,119,11,90bd52b0
3kn5,A,training,5,282,10,8620540d
3kou,B,training,2,238,14,7f35dfc0
3kp1,A,training,3,726,27,15266bb2
3kpc,A,training,3,124,19,4dde8490
3kpx,A,training,1,189,15,0b6e85f9
3kr6,A,training,2,418,20,740c577e
3krb,B,val,0,307,23,7ca1a176
3kro,D,training,4,295,14,aeae407a
3kru,A,training,3,335,12,12472d0e
3kt7,A,training,1,557,7,c4e29d67
3kta,C,training,5,160,14,43808685
3ku0,A,val,0,251,7,ed933277
3kuw,B,training,1,133,5,015cc355
3kvn,A,training,1,627,8,9935749f
3kvy,A,training,1,290,8,27f0c0e2
3kxw,A,testing,0,559,16,0300a3a1
3kyq,A,testing,0,193,5,5106f2a4
3kz7,A,training,1,119,8,53d44c96
3l0v,A,training,3,255,11,773b2d9a
3l24,A,training,3,425,5,f5f601b9
3l2b,A,training,4,233,9,ed03ba01
3l4y,A,training,4,863,10,734a467d
3l5m,A,training,5,359,18,c41ce44b
3l6b,A,training,1,322,18,28ecfe24
3l8g,A,training,2,176,11,94a526d0
3l8h,C,training,3,174,6,937dbdc1
3la3,B,testing,0,197,8,86b78404
3lad,B,val,0,472,23,0f20705d
3lb2,B,training,2,137,12,227faf7f
3lbf,B,training,3,207,16,baeac717
3lcc,A,training,1,216,11,c203f3f2
3lcm,B,val,0,188,17,d63b6803
3lcv,B,training,4,256,14,72a581dc
3le7,B,training,3,261,8,df25b690
3lf5,B,training,1,87,11,f15b27eb
3lgg,A,training,4,482,13,210411dc
3lin,C,training,5,116,8,18872564
3lju,X,val,0,373,13,c9e5a1e9
3lkf,A,training,5,292,5,8b136e30
3lkj,C,training,5,129,8,f2feb44a
3lkz,B,training,1,262,14,4aae6b7b
3ll5,B,training,4,222,22,821386f6
3ll9,B,testing,0,243,11,96efa587
3llk,A,val,0,241,17,a68f0c82
3lmh,A,training,5,247,10,c76f82c8
3lnb,A,training,1,252,13,53458f00
3lo8,A,training,3,302,14,fdac21f6
3lq2,B,training,3,801,15,17609858
3lqv,B,training,1,115,6,f81d084a
3lre,B,training,2,300,8,8a418771
3lrp,A,training,2,181,14,994d4c4a
3lsj,A,val,0,205,5,620d20cc
3lst,A,training,4,322,9,852b6558
3lt0,A,training,4,287,23,af65d056
3lth,A,training,3,418,19,b632f68c
3ltw,A,testing,0,272,8,e0b0e697
3lu1,B,training,4,334,36,2fb4b30d
3lvf,O,training,5,334,13,0403e06c
3lvm,B,training,4,394,9,13fd45fd
3lvv,A,training,1,672,18,07a875e1
3lw0,C,training,5,292,19,92febd75
3lw6,A,training,1,241,12,0fb92b77
3lxd,A,training,3,409,21,a2d958d3
3lxp,A,training,4,285,10,733cec2d
3lya,A,training,4,318,17,7b69be31
3lz6,A,training,4,263,25,0b651975
3lzu,A,training,2,99,7,c40a4135
3lzw,A,training,4,329,39,f4615aaa
3m00,A,training,4,530,8,859181f4
3m0m,D,training,4,419,7,9d080b42
3m0o,B,training,4,385,26,534c9c78
3m2w,A,testing,0,290,10,19816319
3m31,A,training,2,357,15,6307a745
3m5c,A,training,4,332,10,239d1526
3m5q,A,training,4,357,20,60c2d59c
3m6w,A,val,0,459,13,8fda1d47
3m89,A,val,0,384,10,afbc5bd1
3m8z,A,training,4,391,14,14eadc14
3m94,A,training,5,180,7,9dcaff39
3m9f,A,testing,0,99,11,c7293457
3mb5,A,training,1,255,14,27a6688c
3mb8,A,training,1,248,9,c059a052
3mbc,A,val,0,735,5,6f3f98b2
3mbf,A,training,1,337,13,a3e77eef
3mbi,D,training,5,285,13,b95f6d91
3mdm,A,training,1,435,25,ab38929b
3mdu,A,training,2,450,7,d755579d
3me3,B,training,2,498,20,ce88ee3b
3meb,A,training,3,426,11,8246bcf1
3meh,A,training,4,129,7,055638d2
3mfi,A,testing,0,511,10,8ae7db9f
3mgb,A,training,4,286,16,fae36e92
3mgv,B,training,2,322,6,cc73eb59
3mgx,B,val,0,391,17,c757c516
3mje,B,val,0,468,21,e10046a4
3mk6,A,testing,0,354,22,1e8cf77d
3mkh,C,training,3,426,24,810d1706
3mkn,A,training,5,303,9,281b1028
3mlm,B,training,3,121,7,7dfa3507
3mmt,C,training,1,341,13,af5cf8b6
3mnp,A,training,4,257,14,bc27c6bf
3mp5,B,testing,0,296,11,b3df3bc8
3mpj,F,testing,0,390,22,6b59882f
3mqd,A,training,5,407,7,164a0e02
3mqg,B,training,2,190,23,8c828b45
3mu6,A,training,4,71,5,6b64c8ba
3muf,A,training,2,160,18,317ef953
3mvr,A,training,5,463,29,194a3dd6
3mvv,A,training,1,129,7,67ebb9e7
3mws,B,training,4,99,8,f00f5912
3myk,X,training,1,706,22,a2c3f5b5
3myr,B,testing,0,559,12,6c0fad9b
3mzf,A,training,2,355,7,b50738f9
3mzs,A,training,5,470,18,a7752538
3n0y,B,training,4,176,12,4cb004b2
3n1a,A,training,5,327,7,7051d50a
3n1s,J,training,4,119,10,bf1d549c
3n29,A,testing,0,371,12,9899bbc6
3n2o,B,training,5,629,10,6c71d654
3n2s,C,val,0,242,13,748cd467
3n6m,A,val,0,462,8,50eac278
3n71,A,training,4,468,11,da9f14bd
3n75,A,testing,0,710,5,983ca958
3n7s,A,val,0,94,9,8578430b
3nb0,B,testing,0,645,13,77d34ed9
3nbf,B,training,2,206,18,400270aa
3nd6,C,val,0,152,14,105b0d94
3nev,A,training,2,298,10,c28eb124
3nf4,A,training,3,369,11,7bc74aa8
3nfd,F,training,2,135,7,afe38c1c
3nfz,A,training,1,305,8,007e31e5
3ngl,C,training,3,274,12,c7262801
3ngu,A,testing,0,151,7,a2334c5a
3nh9,A,val,0,273,9,d0572cfe
3nhi,A,training,5,295,13,4ab2ac53
3ni2,A,training,4,528,14,4f8c2862
3njq,B,training,2,187,10,b5373f8d
3njv,A,training,4,508,6,fc6ebcdd
3nk7,B,training,2,267,14,dcf8cc6c
3nks,A,training,5,465,30,72cf1d37
3nkv,A,training,1,170,20,944e882c
3nn1,C,training,3,238,19,ed95b1af
3nnf,A,training,4,318,10,c1acf5aa
3nnn,A,training,2,119,6,bc8b983f
3nns,A,training,4,113,5,b108082b
3noj,A,training,4,235,7,816892dc
3nrr,B,training,2,501,45,02b15cde
3nt1,B,training,4,552,19,e619822b
3ntd,A,val,0,565,34,f11ec31d
3nu4,B,training,5,99,6,dd2d46d3
3nug,A,training,2,247,21,cf8c9d27
3nv5,A,training,5,399,16,2eb8b510
3nvd,B,training,3,617,14,34724246
3nvw,B,training,5,334,20,6f85755c
3nw4,A,training,2,363,9,d67fad37
3nxe,A,training,1,191,14,9dd3bdd6
3nxs,A,val,0,306,11,30b634a4
3ny4,A,training,5,265,18,a32f6903
3nyc,A,training,4,381,36,9a164b9a
3nyt,A,val,0,359,15,ffb1c804
3nzb,X,training,2,206,26,131640dd
3nzk,B,training,3,300,11,2a06ddd6
3o05,B,training,1,261,6,49b34cec
3o0q,B,training,3,617,29,98b3b253
3o1x,A,training,5,115,6,0c6d130d
3o26,A,training,2,294,22,0eb6634e
3o2k,A,training,5,429,13,b762c273
3o3n,C,training,2,401,14,ef7e7c68
3o3r,A,training,2,315,26,dc71279c
3o5c,A,training,1,308,33,80621d5d
3o5n,E,training,2,92,8,9b0e04da
3o61,B,training,2,187,10,b70558b2
3o6o,A,training,3,209,5,219a06cb
3o72,A,training,3,367,17,d11bab55
3o75,B,training,2,270,13,82658eb4
3o7b,A,training,5,216,10,e2891848
3o7j,A,training,1,166,9,29017804
3o7w,A,training,4,282,12,670a0364
3o80,A,training,3,469,8,27c6b0db
3o94,B,val,0,190,12,514b88a6
3oa2,A,testing,0,306,19,12df8d17
3obt,A,training,2,412,5,f9683f2a
3oe1,A,training,1,565,19,47663069
3oel,A,training,5,264,9,e1194bbe
3ofk,A,training,3,204,13,c89004a8
3oh3,A,training,4,585,13,7765ef2d
3ohr,A,training,3,275,8,1525edd4
3oi7,A,training,5,257,9,192e09f0
3oid,A,training,2,249,29,065d1d02
3oig,A,training,3,260,23,5b329178
3oii,A,training,2,216,10,c59ae721
3ois,A,training,1,268,8,90f9c3fd
3oix,A,training,2,303,18,ea432540
3oiy,A,training,1,407,5,865eb0b5
3ojg,A,training,5,322,7,5b32d5e7
3ojo,A,training,2,409,13,c21efce3
3okp,A,training,1,378,8,11127007
3omx,C,training,5,190,8,1406436f
3ond,B,training,4,488,25,6c3728a6
3oo3,A,training,3,371,18,2cd8016c
3ooi,A,training,3,232,15,9fd0182e
3opt,A,training,2,298,5,707ab27c
3orf,A,training,4,230,21,bbb85509
3orq,A,training,1,364,13,51bb3c1a
3osn,A,training,2,385,11,1e7e141d
3otf,A,training,4,197,9,3f49f504
3oth,A,training,1,392,22,f2dfbd3f
3oti,B,training,2,379,26,d704c924
3otk,A,training,3,369,9,02f5ed27
3ott,B,training,1,739,7,dae7c4b9
3otx,A,training,1,338,24,bbc387a0
3ou2,A,training,5,204,15,7928929e
3ova,A,training,1,430,8,18e4ff08
3ovr,A,training,3,221,12,d58abcc4
3ovx,A,training,5,217,8,c42f6b6d
3ox4,B,training,4,382,16,08a9c949
3oxk,A,training,3,115,9,88cf76c9
3oxo,F,training,3,463,13,6bf20962
3oy1,A,val,0,329,11,aa2bcb17
3oyr,B,training,4,328,14,c7ceafd1
3oyz,A,training,3,376,18,3174bc3b
3oz2,A,training,3,385,34,9231c66a
3ozp,A,testing,0,572,10,1e92a75e
